Site_name or object code,C14Age,C14SD,Lab_code,Lon,Lat,Location quality,Material_Dated,APA_reference,Ref_complete,Archaeological_context,Technology
Yacimiento 86 Patón,860,40,Beta-223749,-75.21,10.43,Reported,,"Moscoso, O., & Lopez, L. (2007). Programa de rescates y monitoreos arqueologicos de la linea a 500 Kv Boli­var-El Copey-Ocana Primavera y obras asociadas. Universidad de Antioquia.",yes,,
Yacimiento 86 Patón,830,60,Beta-223750,-75.21,10.43,Reported,,"Moscoso, O., & Lopez, L. (2007). Programa de rescates y monitoreos arqueologicos de la linea a 500 Kv Boli­var-El Copey-Ocana Primavera y obras asociadas. Universidad de Antioquia.",yes,,
Yacimiento 9 - La Murrapala,630,50,Beta-116156,-75.72,6.39,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 9 - La Murrapala,1700,50,Beta-116155,-75.72,6.39,Reported,,Integral Ingenieros Consultores. (1997). Proyecto de conexion vial entre los valles de Aburra y del rio Cauca Vol. 2.  Integral Ingenieros Consultores.,yes,,
Yacimiento 9 (Chinchina),970,70,87726,-75.62,4.97,Reported,,"Munera, L. (1996). Arqueologi­a de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 9 (Chinchina),390,60,87725,-75.62,4.97,Reported,,"Munera, L. (1996). Arqueologi­a de rescate via alterna troncal de occidente variante Chinchina. Integral Ingenieros Consultores.",yes,,
Yacimiento 9 (Puerto Boyaca),1740,60,Beta-157178,-74.59,6.12,Reported,,"Otero de Santos, H. (2002). Grupos de cazadores-recolectores y agroalfareros en el municipio de Puerto Boyaca (Boyaca): monitoreo arqueologico Campo Jazmin Nare Norte-Asociacion Nare Norte. Omimex de Colombia Ltda Medellin.",yes,,
Yacimiento 9 (Puerto Boyaca),4550,60,Beta-149747,-74.59,6.12,Reported,,"Otero de Santos, H. (2002). Grupos de cazadores-recolectores y agroalfareros en el municipio de Puerto Boyaca (Boyaca): monitoreo arqueologico Campo Jazmin Nare Norte-Asociacion Nare Norte. Omimex de Colombia Ltda Medellin.",yes,,
Yacimiento arqueológico 1,340,30,Beta-466330,-75.5,6.16,Reported,,"Ortiz Cano,  A., Montoya Agudelo, S., Maya Puerta, L. P. (2017). Programa de arqueologia preventiva proyecto reconocimiento y prospeccion arqueologica parcelacion Casa Vieja Envigado Antioquia 50 Ha. Reconocimiento y prospeccion arqueologica: informe final. Arqueologicas. consultoria e investigaciones arqueologicas.",yes,,
Yacimiento arqueológico 3,480,30,Beta-466331,-75.5,6.16,Reported,,"Ortiz Cano,  A., Montoya Agudelo, S., Maya Puerta, L. P. (2017). Programa de arqueologia preventiva proyecto reconocimiento y prospeccion arqueologica parcelacion Casa Vieja Envigado Antioquia 50 Ha. Reconocimiento y prospeccion arqueologica: informe final. Arqueologicas. consultoria e investigaciones arqueologicas.",yes,,
Yolombo,670,70,A-14,,,,,Piazzini 1994 cita a Castillo 1992,no,,
Yolombo,730,,A-15,,,,,Piazzini 1994 cita a Castillo 1992,no,,
Villa Lucero Yacimiento 12 (Cisneros),820,70,Beta-92607,-75.07685837,6.535040043,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Villa Lucero Yacimiento 12 (Cisneros),1830,80,Beta-92608,-75.07685837,6.535040043,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
La Laguna Yacimiento 23 (San Roque),690,60,Beta-92609,-74.996291,6.538544,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Yacimiento 16A (Yolombo) ,720,80,Beta-88928,-75.01385128,6.596078351,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Majagual Yacimiento 39 (San Roque),560,70,Beta-92610,-74.843219,6.499332,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Majagual Yacimiento 39 (San Roque),690,70,Beta-97964,-74.843219,6.499332,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Majagual Yacimiento 39 (San Roque),10,50,Beta-97965,-74.843219,6.499332,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Villa Lucero Yacimiento 12 (Cisneros),1870,60,Beta-97967,-75.07685837,6.535040043,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Villa Lucero Yacimiento 12 (Cisneros),1560,60,Beta-97968,-75.07685837,6.535040043,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Villa Lucero Yacimiento 12 (Cisneros),1390,60,Beta-97969,-75.07685837,6.535040043,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
La Herradura Yacimiento 27 (Cisneros),240,80,Beta-97973,-74.96895397,6.533344202,Reported,Charcoal,"Santos Vecino, G. (1996). Rescate arqueologico de la variante San Jose de Nus-Cisneros Poliducto Sebastopol-Medellin. Informe Final. ECOPETROL.",yes,,
Zipaquirá III,450,50,GrN-8455,-74.01,5.02,Reported,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
La Pedrera,1390,21,GrN-8459,,,,,"Von Hildebrand, M., & Reichel, E. (1980). Arqueologia del bajo río Caqueta y Apaporis - Comisaria del Amazonas. Proyectos de Investigación Reazados entre 1972 y 1984. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Zipaquira,780,70,Beta-4213,-74.01,5.02,Reported,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Zipaquirá III,470,25,GrN-8892,-74.01,5.02,Reported,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Zipaquira V,1890,50,GrN-9240,,,,Charred wood,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Las Cruces,1905,50,GrN-9241,-77.58,0.85,Reported,,"Uribe, M. V. (1983). Las etnias prehispanicas del altiplano de Ipiales, Colombia: consideraciones finales. Boletin de Antropologia, 5, 261-268. Universidad de Antioquia.",yes,,
La Mireya,1045,45,GrN-9242,-75.48,8.05,Reported,Charcoal,"Plazas, C., Falchetti, A., Saenz, J., & Archila, S. (1993). La sociedad hidraulica Zenu. Estudio arqueologico de 2000 anos de historia en las llanuras del Caribe colombiano.  Banco de la Republica.",yes,,
Las Palmas SB Pal 1,535,50,GrN-9243,-74.99,8.75,Reported,Charcoal,"Plazas, C., Falchetti, A. M., & Saenz Obregon, J. (1980). Investigaciones arqueologicas en el rio San Jorge. Boletin Museo del Oro, (6), 1-18. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7339",yes,,
Alto de las Piedras,2750,30,GrN-9244,-76.2,2.02,Reported,,"Duque Gomez, L., & Cubillos, J. C. (1988) Arqueologia de San Agustin: Alto de Lavapatas. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Zipaquira V,2450,200,IAN-121,,,,,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Zipaquira V,2300,275,IAN-81,,,,,"Cardale de Schrimpff, M. (1981). Ocupaciones humanas en el Altiplano Cundiboyacense. La etapa ceramica vista desde Zipaquira. Boletin Museo del Oro (12), 1-20. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7309",yes,,
Buritaca 200,460,50,GrN-9247,-73.925176,11.038259,Reported,Charcoal,"Groot, A. M.(1980). Una fecha de radiocarbono  asociada con objetos de orfebrería tairona. Boletín Museo del Oro, Año 3, Mayo-Agosto: 21-34. Bogotá",yes,,
Zona A - Sinifaná - Yacimiento 18 - Cuevas de Santa Catalina,520,150,X-987,-75.75,5.96,Reported,,"Aristizabal Espinosa, P. (2002). Prospeccion arqueologica en los alrededores del Cerro de Tusa. Municipio de Venecia Antioquia. Universidad de Antioquia.",yes,,
Zona B - Río Cauca - Yacimiento 21 - La Meseta,1540,120,X-989,-75.82,5.95,Reported,,"Aristizabal Espinosa, P. (2002). Prospeccion arqueologica en los alrededores del Cerro de Tusa. Municipio de Venecia Antioquia. Universidad de Antioquia.",yes,,
Zona B - Río Cauca - Yacimiento 25 - Abrigo Rocoso,450,180,X-988,-75.83,5.92,Reported,,"Aristizabal Espinosa, P. (2002). Prospeccion arqueologica en los alrededores del Cerro de Tusa. Municipio de Venecia Antioquia. Universidad de Antioquia.",yes,,
,1385,,IAR H-5,,,,,Angulo 1988,no,,
,1950,,Beta-125010,,,,,Bermudez 1999,no,,
,660,,Beta-144490,,,,,Gomez 2003,no,,
,1000,,Beta-148001,,,,,Gomez 2003. ICA,no,,
,380,50,Beta-6953,,,,Charcoal,"Mora Camargo, S., & Cavelier, I. (1983). Contrapunteo llanero. [Unpublished undergraduate thesis, Universidad de los Andes].",yes,,
,510,60,IAN-98,,,,Charcoal,"Uribe, M. V. (1978). Asentamientos prehispanicos en el altiplano de Ipiales, Colombia. Revista Colombiana de Antropologia, 21, 197-244. https://doi.org/10.22380/2539472X.1906",yes,,
,1000,,Beta-148002,,,,,Gomez 2003. ICA,no,,
Malambo,1270,150,M-1174,-74.75936824,10.83173247,Estimated,Charcoal,"Angulo Valdes, C. (1981). La tradiciion Malambo. Fundacion de Investigaciones Arqueologicas Nacionales. Banco de la Republica.",yes,,
Malambo,1890,100,M-1175,-74.75936824,10.83173247,Estimated,Charcoal,"Crane, H. R., & Griffin, J. B. (1963). University of Michigan radiocarbon dates VIII. Radiocarbon, 5, 228-253.",yes,,
Malambo,3070,100,M-1176,-74.75936824,10.83173247,Estimated,Charcoal,"Crane, H. R., & Griffin, J. B. (1963). University of Michigan radiocarbon dates VIII. Radiocarbon, 5, 228-253.",yes,,
Malambo,1385,75,M-1178,-74.75936824,10.83173247,Estimated,Charcoal,"Crane, H. R., & Griffin, J. B. (1963). University of Michigan radiocarbon dates VIII. Radiocarbon, 5, 228-253.",yes,,
,101,100,OxA-2828,,,,,"Cardenas-Arroyo, F. (1994). Reconstruccion quimica de la paleodieta en restos arqueologicos humanos del territorio Muisca, Colombia. ERES (Arqueologia/Bioantropologia), 5(1), 71–81. https://dialnet.unirioja.es/servlet/ejemplar?codigo=128073&info=open_link_ejemplar",yes,,
,1480,100,OxA-2829,,,,Bone and soft tissue (H. sapiens),"Cardenas-Arroyo, F. (1994). Colombia mummified human burials-Comentario en Archaeometry Datelist 12. Arqueo. 4, 39-58.",yes,,
,950,,Beta-144492,,,,,Gomez 2003. ICA,no,,
,1305,,Beta-1953,,,,,Lleras 2003,no,,
,620,30,Beta-554612,,,,Charcoal,"Quevedo Jara, H. A., Huerfano, E., Mendez, S., Nieto Alvarado, L. E., & Rodriguez, P. I. (2020). Implementacion del plan de manejo arqueologico para el proyecto de la Linea Chichimene. Municipio de Acacias departamento del Meta.",yes,,
,1680,30,Beta-554613,,,,Charcoal,"Quevedo Jara, H. A., Huerfano, E., Mendez, S., Nieto Alvarado, L. E., & Rodriguez, P. I. (2020). Implementacion del plan de manejo arqueologico para el proyecto de la Linea Chichimene. Municipio de Acacias departamento del Meta.",yes,,
,2090,30,Beta-554614,,,,Charcoal,"Quevedo Jara, H. A., Huerfano, E., Mendez, S., Nieto Alvarado, L. E., & Rodriguez, P. I. (2020). Implementacion del plan de manejo arqueologico para el proyecto de la Linea Chichimene. Municipio de Acacias departamento del Meta.",yes,,
,8730,30,Beta-516402,,,,Charcoal,"Beltran Rincon, G., Sanchez Castaneda, E., Higuera, G., & Aroca, Y. (2019). Programa de arqueologia preventiva para los proyectos de construccion de la linea de nafta de 10. CENIT & SNC Lavalin.",yes,,
,7250,30,Beta-516403,,,,Charcoal,"Beltran Rincon, G., Sanchez Castaneda, E., Higuera, G., & Aroca, Y. (2019). Programa de arqueologia preventiva para los proyectos de construccion de la linea de nafta de 10. CENIT & SNC Lavalin.",yes,,
,910,30,Beta-438552,,,,Charcoal,"Nieto, L. E., Cuervo, X., Caicedo Garzon, A. S., Acero Acero, M. A., Mambague, G. A., Zuluaga Figueroa, J., Mendez, S., & Barrero Rivas, D. (2016). Programa de arqueología preventiva para 4 proyectos en el campo Chichimene, bloque Cubarral, municipios de Acacias, Castilla La Nueva y Guamal, departamento del Meta : fase de rescate y monitoreo. Ecopetrol-Geocol.",yes,,
,940,30,Beta-438553,,,,Charcoal,"Nieto, L. E., Cuervo, X., Caicedo Garzon, A. S., Acero Acero, M. A., Mambague, G. A., Zuluaga Figueroa, J., Mendez, S., & Barrero Rivas, D. (2016). Programa de arqueología preventiva para 4 proyectos en el campo Chichimene, bloque Cubarral, municipios de Acacias, Castilla La Nueva y Guamal, departamento del Meta : fase de rescate y monitoreo. Ecopetrol-Geocol.",yes,,
,640,30,Beta-438554,,,,Charcoal,"Nieto, L. E., Cuervo, X., Caicedo Garzon, A. S., Acero Acero, M. A., Mambague, G. A., Zuluaga Figueroa, J., Mendez, S., & Barrero Rivas, D. (2016). Programa de arqueología preventiva para 4 proyectos en el campo Chichimene, bloque Cubarral, municipios de Acacias, Castilla La Nueva y Guamal, departamento del Meta : fase de rescate y monitoreo. Ecopetrol-Geocol.",yes,,
,1070,80,Beta-109707,,,,Charcoal,"Orejuela M., M. E. (2017). Arqueologia del alto río Guachicono: ocupacion prehispanica vertical en el macizo colombiano. Antropologia Cuadernos de Investigacion, (18), pp. 27-39. https://doi.org/10.26807/ant.v0i18.122",yes,,
,1100,60,OxA-1370,,,,Soft tissue (H. sapiens),"Holden, T. (1989). Preliminary work on South American mummies held at the British Museum. Paleopathology Newsletter, 65, 5-9.",yes,,
,790,60,OxA-1365,,,,Soft tissue (H. sapiens),"Holden, T. (1989). Preliminary work on South American mummies held at the British Museum. Paleopathology Newsletter, 65, 5-9.",yes,,
PK-1629 (Private Collection),616,23,Mams-15198,,,,Bone (H. sapiens),"Cárdenas-Arroyo, F. (2021). Análisis de algunas fechas radiocarbónicas de momias arqueológicas colombianas. Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales, 45(174), 10-29.",yes,,
,1750,,Beta-144491,,,,,Lleras y  Gomez 2003,no,,
2002.6.01 (ICANH),600,40,Beta-172792,,,,Bone (H. sapiens),"Cárdenas-Arroyo, F. (2021). Análisis de algunas fechas radiocarbónicas de momias arqueológicas colombianas. Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales, 45(174), 10-29.",yes,,
2002.4.04 (ICANH),490,40,Beta-172793,,,,Bone (H. sapiens),"Cárdenas-Arroyo, F. (2021). Análisis de algunas fechas radiocarbónicas de momias arqueológicas colombianas. Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales, 45(174), 10-29.",yes,,
PK-1490 (Private Collection),395,22,Mams-15177,,,,Bone (H. sapiens),"Cárdenas-Arroyo, F. (2021). Análisis de algunas fechas radiocarbónicas de momias arqueológicas colombianas. Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales, 45(174), 10-29.",yes,,
D14 (Gold Museum),340,40,Beta-159535,,,,Bone (H. sapiens),"Cárdenas-Arroyo, F. (2021). Análisis de algunas fechas radiocarbónicas de momias arqueológicas colombianas. Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales, 45(174), 10-29.",yes,,
,1800,,Beta-168164,,,,,MO: SUBDIRECCION TECNICA. Gomez 2003  ICA,no,,
TM26,780,80,UCR-2074/AA-3044,-72.617012,5.932292,Estimated,Textile,"Broadbent, S. M. (1990). More Chibcha textiles. Antiquity, 64(245), 841–843. doi:10.1017/S0003598X00078947",yes,,
TM24-1,550,180,UCR-2073B/AA-3043,-72.617012,5.932292,Estimated,Textile,"Broadbent, S. M. (1990). More Chibcha textiles. Antiquity, 64(245), 841–843. doi:10.1017/S0003598X00078947",yes,,
TM34-1,540,150,UCR-2075/ AA-3045,-72.617012,5.932292,Estimated,Textile,"Broadbent, S. M. (1990). More Chibcha textiles. Antiquity, 64(245), 841–843. doi:10.1017/S0003598X00078947",yes,,
,200,55,PITT-453,,,,,"Cardenas-Arroyo, F. (1990). Avances de investigación: la momificacion indígena en Colombia. Boletin Museo del Oro, (25), 121–123. https://publicaciones.banrepcultural.org/index.php/bmo/article/view/7096",yes,,
,940,,Beta-140433,,,,,Perez 2000,no,,
,1030,60,Beta-11370,,,,Charcoal,"Salgado Lopez, H. (1998). Exploraciones arqueologicas en la Cordillera Central Roncesvalles-Tolima. Banco de la Republica.",yes,,
,1020,60,Beta-11197,,,,Charcoal,"Salgado Lopez, H. (1998). Exploraciones arqueologicas en la Cordillera Central Roncesvalles-Tolima. Banco de la Republica.",yes,,
,1750,60,Beta-117189,,,,Charcoal,Rodriguez Camilo 1998,no,,
,8660,140,Beta-117190,,,,Charcoal,Rodriguez Camilo 1998,no,,
,150,50,Beta-159534,,,,Textile,Lleras 2003,no,,
,2000,100,Beta-203731,,,,,Blanco y Cabal 2005,no,,
,310,80,Beta-121632,,,,,"Briceno, P. P., & Quintana, L. (2001). Rescate y Monitoreo arqueologico. Linea de transmision electrica a 500 Kv San Carlos-San Marcos. Arqueologia en Estudios de Impacto Ambiental. (Vol. 3, pp. 167-205). ISA.",yes,,
,530,100,IVIC-158,,,,Wood,Reichel-Dolmatoff 1986: 1750 / Uribe 1990:213,no,,
,640,30,Beta-444570,,,,Bone (H. sapiens),Santa et al 2016,no,,
,1020,110,Beta-7884,,,,,Reichel-Dolmatoff 1997 arqueologia de colombia,no,,
,615,35,UA-24805,,,,Bone (H. sapiens),"Martínez et. al. 2010""""",no,,
Hcda. Genova,3280,,Beta-195934,,,,Charcoal,"Rojas, S., & Tabares, D. (2000). Proyecto de desarrollo vialdoble calzada Armenia-Pereira-Manizales Autopista del Cafe: consideraciones preliminares para la interpretacion de una historia que empieza a recrearse.",yes,,
